scientific_name	display_name	id	version	datasources	ncbi
Leptobrachium leishanense	Leishan spiny toad	lleishanense	ASM966780v1	GO:MF, GO:CC, GO:BP, HP	445787
Leptosphaeria maculans JN3	Leptosphaeria maculans	lmaculans	ASM23037v1	GO:MF, GO:CC, GO:BP	985895
Leptotrombidium deliense	Leptotrombidium deliense	ldeliense	LdelU1	GO:MF, GO:CC, GO:BP	299467
Limulus polyphemus	Limulus polyphemus (Atlantic horseshoe crab) - GCA_000517525.1	lpgca000517525v1	Limulus_polyphemus_2.1.2	GO:MF, GO:CC, GO:BP	6850
Lingula anatina	Lingula anatina	lanatina	LinAna1.0	GO:MF, GO:CC, GO:BP, KEGG	7574
Litomosoides sigmodontis	Litomosoides sigmodontis (PRJEB3075)	lisigmprjeb3075	ASM90053727v1 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	42156
Loa loa	Loa loa	lloa	Loa_loa_V3	GO:MF, GO:CC, GO:BP, KEGG	7209
Loa loa	Loa loa (PRJNA24608)	loloaprjna246086	LLoa-hgap-1 (2015-06-WormBase)	GO:MF, GO:CC, GO:BP, KEGG	7209
Loa loa	Loa loa (PRJNA37757)	loloaprjna37757	Loa_loa_V3 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP, KEGG	7209
Lottia gigantea	Lottia gigantea	lgigantea	Lotgi1	GO:MF, GO:CC, GO:BP, KEGG	225164
Loxodonta africana	Elephant	lafricana	Loxafr3.0	GO:MF, GO:CC, GO:BP, KEGG, HP	9785
Lucilia cuprina	Lucilia cuprina	lcuprina	ASM118794v1	GO:MF, GO:CC, GO:BP, KEGG	7375
Lupinus angustifolius	Lupinus angustifolius	langustifolius	LupAngTanjil_v1.0	GO:MF, GO:CC, GO:BP, KEGG	3871
Lutzomyia longipalpis	Lutzomyia longipalpis	llongipalpis	LlonJ1	GO:MF, GO:CC, GO:BP	7200
Lytechinus variegatus	Lytechinus variegatus (Green sea urchin, NC3) - GCA_018143015.1	lvgca018143015v1	Lvar_3.0	GO:MF, GO:CC, GO:BP	7654
Macaca fascicularis	Crab-eating macaque	mfascicularis	Macaca_fascicularis_6.0	GO:MF, GO:CC, GO:BP, KEGG, HP	9541
Macaca mulatta	Macaque	mmulatta	Mmul_10	GO:MF, GO:CC, GO:BP, KEGG, HP	9544
Macaca nemestrina	Pig-tailed macaque	mnemestrina	Mnem_1.0	GO:MF, GO:CC, GO:BP, HP	9545
Macrostomum lignano	Macrostomum lignano (PRJNA284736)	malignprjna284736	ML2 (2016-02-WormBase)	GO:MF, GO:CC, GO:BP	282301
Macrostomum lignano	Macrostomum lignano (PRJNA371498)	malignprjna371498	Mlig_3_7 (2018-05-WormBase)	GO:MF, GO:CC, GO:BP	282301
Magnaporthiopsis poae ATCC 64411	Magnaporthe poae	mpoae	Mag_poae_ATCC_64411_V1	GO:MF, GO:CC, GO:BP	644358
Malus domestica	Malus domestica Golden	mdgolden	ASM211411v1	GO:MF, GO:CC, GO:BP, KEGG	3750
Mandrillus leucophaeus	Drill	mleucophaeus	Mleu.le_1.0	GO:MF, GO:CC, GO:BP, HP	9568
Manihot esculenta	Manihot esculenta	mesculenta	Manihot esculenta v6	GO:MF, GO:CC, GO:BP, KEGG	3983
Marchantia polymorpha	Marchantia polymorpha	mpolymorpha	Marchanta_polymorpha_v1	GO:MF, GO:CC, GO:BP	3197
Marmota marmota marmota	Alpine marmot	mmmarmota	marMar2.1	GO:MF, GO:CC, GO:BP, HP	9994
Mastacembelus armatus	Zig-zag eel	marmatus	fMasArm1.2	GO:MF, GO:CC, GO:BP, HP	205130
Mayetiola destructor	Mayetiola destructor	mdestructor	Mdes_1.0	GO:MF, GO:CC, GO:BP	39758
Maylandia zebra	Zebra mbuna	mzebra	M_zebra_UMD2a	GO:MF, GO:CC, GO:BP, KEGG, HP	106582
Medicago truncatula	Medicago truncatula	mtruncatula	MedtrA17_4.0	GO:MF, GO:CC, GO:BP, KEGG	3880
Megaselia scalaris	Megaselia scalaris	mscalaris	Msca1	GO:MF, GO:CC, GO:BP	36166
Melampsora larici-populina 98AG31	Melampsora larici-populina	mlaricipopulina	v1.0	GO:MF, GO:CC, GO:BP, KEGG	747676
Meleagris gallopavo	Turkey	mgallopavo	Turkey_5.1	GO:MF, GO:CC, GO:BP, KEGG, HP	9103
Melitaea cinxia	Melitaea cinxia	mcinxia	MelCinx1.0	GO:MF, GO:CC, GO:BP	113334
Meloidogyne arenaria	Meloidogyne arenaria (PRJEB8714)	mearenprjeb8714	ASM90000398v1 (2018-05-WormBase)	GO:MF, GO:CC, GO:BP	6304
Meloidogyne arenaria	Meloidogyne arenaria (PRJNA340324)	mearenprjna340324	ASM369356v1 (2019-01-WormBase)	GO:MF, GO:CC, GO:BP	6304
Meloidogyne arenaria	Meloidogyne arenaria (PRJNA438575)	mearenprjna438575	ASM313380v1 (2018-08-WormBase)	GO:MF, GO:CC, GO:BP	6304
Meloidogyne enterolobii	Meloidogyne enterolobii (PRJNA340324)	meenteprjna340324	ASM369367v1 (2019-01-WormBase)	GO:MF, GO:CC, GO:BP	390850
Meloidogyne floridensis	Meloidogyne floridensis (PRJEB6016)	meflorprjeb6016	nMf_1_1 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	298350
Meloidogyne floridensis	Meloidogyne floridensis (PRJNA340324)	meflorprjna340324	ASM369360v1 (2019-01-WormBase)	GO:MF, GO:CC, GO:BP	298350
Meloidogyne graminicola	Meloidogyne graminicola (PRJNA411966)	megramprjna411966	Mgraminicola_V1 (2018-09-WormBase)	GO:MF, GO:CC, GO:BP	189291
Meloidogyne hapla	Meloidogyne hapla (PRJNA29083)	mehaplprjna29083	Freeze_1 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	6305
Meloidogyne incognita	Meloidogyne incognita (PRJEB8714)	meincoprjeb8714	Meloidogyne_incognita_V3 (2018-05-WormBase)	GO:MF, GO:CC, GO:BP	6306
Meloidogyne incognita	Meloidogyne incognita (PRJNA340324)	meincoprjna340324	ASM369364v1 (2019-01-WormBase)	GO:MF, GO:CC, GO:BP	6306
Meloidogyne javanica	Meloidogyne javanica (PRJEB8714)	mejavaprjeb8714	ASM90000394v1 (2018-05-WormBase)	GO:MF, GO:CC, GO:BP	6303
Meloidogyne javanica	Meloidogyne javanica (PRJNA340324)	mejavaprjna340324	ASM369362v1 (2019-01-WormBase)	GO:MF, GO:CC, GO:BP	6303
Mesocestoides corti	Mesocestoides corti (PRJEB510)	mecortprjeb510	M_corti_Specht_Voge_0011_upd (2019-06-WormBase)	GO:MF, GO:CC, GO:BP	53468
Mesocricetus auratus	Golden Hamster	mauratus	MesAur1.0	GO:MF, GO:CC, GO:BP, HP	10036
Mesorhabditis belari	Mesorhabditis belari (PRJEB30104)	mebelaprjeb30104	M.Belari Hybrid genome (2019-05-WormBase)	GO:MF, GO:CC, GO:BP	2138241
Micoletzkya japonica	Micoletzkya japonica (PRJEB27334)	mijapoprjeb27334	Micoletzkya japonica genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	1250332
Microbotryum lychnidis-dioicae p1A1 Lamole	Microbotryum violaceum	mviolaceum	M_violaceum_V1	GO:MF, GO:CC, GO:BP	683840
Microcebus murinus	Mouse Lemur	mmurinus	Mmur_3.0	GO:MF, GO:CC, GO:BP, HP	30608
Microtus ochrogaster	Prairie vole	mochrogaster	MicOch1.0	GO:MF, GO:CC, GO:BP, HP	79684
Mnemiopsis leidyi	Mnemiopsis leidyi	mleidyi	MneLei_Aug2011	GO:MF, GO:CC, GO:BP	27923
Monodelphis domestica	Opossum	mdomestica	ASM229v1	GO:MF, GO:CC, GO:BP, KEGG, HP	13616
Monodon monoceros	Narwhal	mmonoceros	NGI_Narwhal_1	GO:MF, GO:CC, GO:BP, HP	40151
Monomorium pharaonis	Monomorium pharaonis (Pharaoh ant, MP-MQ-018) - GCA_013373865.2	mpgca013373865v2	GCA013373865v2	GO:MF, GO:CC, GO:BP	307658
Moschus moschiferus	Siberian musk deer	mmoschiferus	MosMos_v2_BIUU_UCD	GO:MF, GO:CC, GO:BP, HP	68415
Musa acuminata subsp. malaccensis	Musa acuminata	macuminata	Musa_acuminata_v2	GO:MF, GO:CC, GO:BP, KEGG	214687
Mus caroli	Ryukyu mouse	mcaroli	CAROLI_EIJ_v1.1	GO:MF, GO:CC, GO:BP, KEGG, HP	10089
Mus musculus	Mouse	mmusculus	GRCm39	GO:MF, GO:CC, GO:BP, KEGG, REAC, TF, MIRNA, CORUM, HP, WP	10090
Mus pahari	Shrew mouse	mpahari	PAHARI_EIJ_v1.1	GO:MF, GO:CC, GO:BP, KEGG, HP	10093
Mus spicilegus	Steppe mouse	mspicilegus	MUSP714	GO:MF, GO:CC, GO:BP, HP	10103
Mus spretus	Algerian mouse	mspretus	SPRET_EiJ_v1	GO:MF, GO:CC, GO:BP, HP	10096
Mustela putorius furo	Ferret	mpfuro	MusPutFur1.0	GO:MF, GO:CC, GO:BP, HP	9669
Myotis lucifugus	Microbat	mlucifugus	Myoluc2.0	GO:MF, GO:CC, GO:BP, HP	59463
Myripristis murdjan	Pinecone soldierfish	mmurdjan	fMyrMur1.1	GO:MF, GO:CC, GO:BP, HP	586833
Naja naja	Indian cobra	nnaja	Nana_v5	GO:MF, GO:CC, GO:BP, HP	35670
Nannospalax galili	Upper Galilee mountains blind mole rat	ngalili	S.galili_v1.0	GO:MF, GO:CC, GO:BP, KEGG, HP	1026970
Nasonia vitripennis	Nasonia vitripennis (AsymCx)	nvitripennis	Nvit_psr_1.1	GO:MF, GO:CC, GO:BP, KEGG	7425
Necator americanus	Necator americanus (PRJNA72135)	namericanus	N_americanus_v1	GO:MF, GO:CC, GO:BP	51031
Necator americanus	Necator americanus (PRJNA72135)	neamerprjna72135	N__americanus_v1 (2021-11-WormBase)	GO:MF, GO:CC, GO:BP, KEGG	51031
Nematostella vectensis	Nematostella vectensis	nvectensis	ASM20922v1	GO:MF, GO:CC, GO:BP, KEGG	45351
Neogale vison	American mink	nvison	NNQGG.v01	GO:MF, GO:CC, GO:BP, HP	452646
Neolamprologus brichardi	Lyretail cichlid	nbrichardi	NeoBri1.0	GO:MF, GO:CC, GO:BP, HP	32507
Neurospora crassa OR74A	Neurospora crassa	ncrassa	NC12	GO:MF, GO:CC, GO:BP, KEGG	367110
Nicotiana attenuata	Nicotiana attenuata	nattenuata	NIATTr2	GO:MF, GO:CC, GO:BP, KEGG	49451
Nippostrongylus brasiliensis	Nippostrongylus brasiliensis (PRJEB511)	nibrasprjeb511	N_brasiliensis_RM07_v1_5_4_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	27835
Nomascus leucogenys	Gibbon	nleucogenys	Nleu_3.0	GO:MF, GO:CC, GO:BP, KEGG, HP	61853
Notamacropus eugenii	Wallaby	neugenii	Meug_1.0	GO:MF, GO:CC, GO:BP, HP	9315
Notechis scutatus	Mainland tiger snake	nscutatus	TS10Xv2-PRI	GO:MF, GO:CC, GO:BP, HP	8663
Nothobranchius furzeri	Turquoise killifish	nfurzeri	Nfu_20140520	GO:MF, GO:CC, GO:BP, HP	105023
Nymphaea colorata	Nymphaea colorata	ncolorata	ASM883128v1	GO:MF, GO:CC, GO:BP	210225
Ochotona princeps	Pika	oprinceps	OchPri2.0-Ens	GO:MF, GO:CC, GO:BP, HP	9978
Octodon degus	Degu	odegus	OctDeg1.0	GO:MF, GO:CC, GO:BP, HP	10160
Octopus bimaculoides	Octopus bimaculoides	obimaculoides	PRJNA270931	GO:MF, GO:CC, GO:BP, KEGG	37653
Oesophagostomum dentatum	Oesophagostomum dentatum (PRJNA72579)	oedentprjna72579	O_dentatum_10.0.ec.cg.pg (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	61180
Olea europaea subsp. europaea	Olea europaea	oeuropaea	OLEA9	GO:MF, GO:CC, GO:BP	158383
Olea europaea var. sylvestris	Olea europaea var. sylvestris	oesylvestris	O_europaea_v1	GO:MF, GO:CC, GO:BP, KEGG	158386
Onchocerca flexuosa	Onchocerca flexuosa (PRJEB512)	onflexprjeb512	O_flexuosa_Cordoba_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	387005
Onchocerca flexuosa	Onchocerca flexuosa (PRJNA230512)	onflexprjna230512	O_flexuosa_1.0.allpaths.pg.lrna (2018-05-WormBase)	GO:MF, GO:CC, GO:BP	387005
Onchocerca ochengi	Onchocerca ochengi (PRJEB1204)	onocheprjeb1204	O_ochengi_Ngaoundere (2016-04-WormBase)	GO:MF, GO:CC, GO:BP	42157
Onchocerca ochengi	Onchocerca ochengi (PRJEB1465)	onocheprjeb1465	ASM90053720v1 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	42157
Onchocerca volvulus	Onchocerca volvulus (PRJEB513)	ovolvulus	ASM49940v2	GO:MF, GO:CC, GO:BP	6282
Onchocerca volvulus	Onchocerca volvulus (PRJEB513) [WS282]	onvolvprjeb513	ASM49940v2 (WS279)	GO:MF, GO:CC, GO:BP	6282
Oncorhynchus kisutch	Coho salmon	okisutch	Okis_V2	GO:MF, GO:CC, GO:BP, HP	8019
Oncorhynchus mykiss	Rainbow trout	omykiss	USDA_OmykA_1.1	GO:MF, GO:CC, GO:BP, HP	8022
Oncorhynchus tshawytscha	Chinook salmon	otshawytscha	Otsh_v1.0	GO:MF, GO:CC, GO:BP, HP	74940
Onthophagus taurus	Onthophagus taurus (Dung beetle) - GCA_000648695.2	otgca000648695v2	Otau_2.0	GO:MF, GO:CC, GO:BP	166361
Ooceraea biroi	Ooceraea biroi (Clonal raider ant, clonal line C1) - GCA_003672135.1	obgca003672135v1	Obir_v5.4	GO:MF, GO:CC, GO:BP	2015173
Opisthorchis felineus	Opisthorchis felineus (PRJNA413383)	opfeliprjna413383	ICG_Ofel_1.0 (2019-05-WormBase)	GO:MF, GO:CC, GO:BP	147828
Opisthorchis viverrini	Opisthorchis viverrini (PRJNA222628)	opviveprjna222628	OpiViv1.0 (2019-02-WormBase)	GO:MF, GO:CC, GO:BP, KEGG	6198
Orbicella faveolata	Orbicella faveolata (Mountainous star coral, FL) - GCA_002042975.1	ofgca002042975v1	ofav_dov_v1	GO:MF, GO:CC, GO:BP	48498
Orchesella cincta	Orchesella cincta	ocincta	ASM171814v1	GO:MF, GO:CC, GO:BP	48709
Oreochromis niloticus	Nile tilapia	oniloticus	O_niloticus_UMD_NMBU	GO:MF, GO:CC, GO:BP, KEGG, HP	8128
Ornithorhynchus anatinus	Platypus	oanatinus	mOrnAna1.p.v1	GO:MF, GO:CC, GO:BP, KEGG, HP	9258
Orussus abietinus	Orussus abietinus (Parasitic wood wasp, OABI.00-Male) - GCA_000612105.2	oagca000612105v2	Oabi_2.0	GO:MF, GO:CC, GO:BP	222816
Oryctolagus cuniculus	Rabbit	ocuniculus	OryCun2.0	GO:MF, GO:CC, GO:BP, KEGG, HP	9986
Oryza barthii	Oryza barthii	obarthii	O.barthii_v1	GO:MF, GO:CC, GO:BP	65489
Oryza brachyantha	Oryza brachyantha	obrachyantha	Oryza_brachyantha.v1.4b	GO:MF, GO:CC, GO:BP, KEGG	4533
Oryza glaberrima	Oryza glaberrima	oglaberrima	Oryza_glaberrima_V1	GO:MF, GO:CC, GO:BP	4538
Oryza glumipatula	Oryza glumipatula	oglumipatula	Oryza_glumaepatula_v1.5	GO:MF, GO:CC, GO:BP	40148
Oryza longistaminata	Oryza longistaminata	olongistaminata	O_longistaminata_v1.0	GO:MF, GO:CC, GO:BP	4528
Oryza meridionalis	Oryza meridionalis	omeridionalis	Oryza_meridionalis_v1.3	GO:MF, GO:CC, GO:BP	40149
Oryza nivara	Oryza nivara	onivara	Oryza_nivara_v1.0	GO:MF, GO:CC, GO:BP	4536
Oryza punctata	Oryza punctata	opunctata	Oryza_punctata_v1.2	GO:MF, GO:CC, GO:BP	4537
Oryza rufipogon	Oryza rufipogon	orufipogon	OR_W1943	GO:MF, GO:CC, GO:BP	4529
Oryza sativa Indica Group	Oryza sativa Indica Group	oindica	ASM465v1	GO:MF, GO:CC, GO:BP	39946
Oryza sativa Japonica Group	Oryza sativa Japonica Group	osativa	IRGSP-1.0	GO:MF, GO:CC, GO:BP, KEGG, MIRNA	39947
Oryzias javanicus	Javanese ricefish	ojavanicus	OJAV_1.1	GO:MF, GO:CC, GO:BP, HP	123683
Oryzias latipes	Japanese medaka HdrR	olatipes	ASM223467v1	GO:MF, GO:CC, GO:BP, KEGG, MIRNA, HP	8090
Oryzias melastigma	Indian medaka	omelastigma	Om_v0.7.RACA	GO:MF, GO:CC, GO:BP, HP	30732
Oryzias sinensis	Chinese medaka	osinensis	ASM858656v1	GO:MF, GO:CC, GO:BP, HP	183150
Oscheius tipulae	Oscheius tipulae (PRJEB15512)	ostipuprjeb15512	Oscheius_tipulae_assembly_v2 (2018-05-WormBase)	GO:MF, GO:CC, GO:BP	141969
Oscheius tipulae	Oscheius tipulae (PRJNA644888)	ostipuprjna644888	ASM1342590v1 (2021-03-WormBase)	GO:MF, GO:CC, GO:BP	141969
Ostreococcus lucimarinus CCE9901	Ostreococcus lucimarinus	olucimarinus	ASM9206v1	GO:MF, GO:CC, GO:BP, KEGG	436017
Otolemur garnettii	Bushbaby	ogarnettii	OtoGar3	GO:MF, GO:CC, GO:BP, HP	30611
Ovis aries	Sheep	oarambouillet	Oar_rambouillet_v1.0	GO:MF, GO:CC, GO:BP, HP	9940
Ovis aries	Sheep (texel)	oaries	Oar_v3.1	GO:MF, GO:CC, GO:BP, KEGG, MIRNA	9940
Panagrellus redivivus	Panagrellus redivivus (PRJNA186477)	parediprjna186477	Pred3 (2013-09-Caltech)	GO:MF, GO:CC, GO:BP	6233
Panagrolaimus davidi	Panagrolaimus davidi (PRJEB32708)	padaviprjeb32708	PDA_v2 (2020-03-WormBase)	GO:MF, GO:CC, GO:BP	227884
Panagrolaimus sp. ES5	Panagrolaimus es5 (PRJEB32708)	paes5prjeb32708	ES5_v2 (2020-03-WormBase)	GO:MF, GO:CC, GO:BP	591445
Panagrolaimus sp. JU765	Propanagrolaimus ju765 (PRJEB32708)	prju76prjeb32708	JU765_v2 (2020-03-WormBase)	GO:MF, GO:CC, GO:BP	591449
Panagrolaimus sp. PS1159	Panagrolaimus ps1159 (PRJEB32708)	paps11prjeb32708	PS1159_v2 (2020-03-WormBase)	GO:MF, GO:CC, GO:BP	55785
Panagrolaimus superbus	Panagrolaimus superbus (PRJEB32708)	pasupeprjeb32708	PSU_v2 (2020-03-WormBase)	GO:MF, GO:CC, GO:BP	310955
Panicum hallii	Panicum hallii FIL2	phfil2	PHallii_v3.1	GO:MF, GO:CC, GO:BP	206008
Panicum hallii var. hallii	Panicum hallii HAL2	phallii	PhalliiHAL_v2.1	GO:MF, GO:CC, GO:BP	1504633
Pan paniscus	Bonobo	ppaniscus	panpan1.1	GO:MF, GO:CC, GO:BP, KEGG, HP	9597
Panthera leo	Lion	pleo	PanLeo1.0	GO:MF, GO:CC, GO:BP, HP	9689
Panthera pardus	Leopard	ppardus	PanPar1.0	GO:MF, GO:CC, GO:BP, KEGG, HP	9691
Panthera tigris altaica	Tiger	ptaltaica	PanTig1.0	GO:MF, GO:CC, GO:BP, KEGG, HP	74533
Pan troglodytes	Chimpanzee	ptroglodytes	Pan_tro_3.0	GO:MF, GO:CC, GO:BP, KEGG, TF, HP, WP	9598
Papaver somniferum	Papaver somniferum	psomniferum	ASM357369v1	GO:MF, GO:CC, GO:BP	3469
Papio anubis	Olive baboon	panubis	Panubis1.0	GO:MF, GO:CC, GO:BP, HP	9555
Paragonimus westermani	Paragonimus westermani (PRJNA454344)	pawestprjna454344	ASM850834v1 (2020-03-WormBase)	GO:MF, GO:CC, GO:BP	34504
Paramecium tetraurelia	Paramecium tetraurelia	ptetraurelia	ASM16542v1	GO:MF, GO:CC, GO:BP	5888
Paramormyrops kingsleyae	Paramormyrops kingsleyae	pkingsleyae	PKINGS_0.1	GO:MF, GO:CC, GO:BP, HP	1676925
Parapristionchus giblindavisi	Parapristionchus giblindavisi (PRJEB27334)	pagiblprjeb27334	Parapristionchus genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	1187980
Parascaris equorum	Parascaris equorum (PRJEB514)	paequoprjeb514	P_equorum_v1_0_4 (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	6256
Parascaris univalens	Parascaris univalens (PRJNA386823)	paunivprjna386823	ASM225920v1 (2020-05-WormBase)	GO:MF, GO:CC, GO:BP	6257
Parastagonospora nodorum SN15	Phaeosphaeria nodorum	pnodorum	ASM14691v1	GO:MF, GO:CC, GO:BP, KEGG	321614
Parasteatoda tepidariorum	Parasteatoda tepidariorum (Goettingen) - GCA_000365465.3	ptgca000365465v3	Ptep_3.0	GO:MF, GO:CC, GO:BP	114398
Parastrongyloides trichosuri	Parastrongyloides trichosuri (PRJEB515)	patricprjeb515	P_trichosuri_KNP (2015-05-WormBase)	GO:MF, GO:CC, GO:BP	131310
Parus major	Great Tit	pmajor	Parus_major1.1	GO:MF, GO:CC, GO:BP, HP	9157
Pediculus humanus corporis	Pediculus humanus	phumanus	PhumU2	GO:MF, GO:CC, GO:BP, KEGG	121224
Pelodiscus sinensis	Chinese softshell turtle	psinensis	PelSin_1.0	GO:MF, GO:CC, GO:BP, KEGG, HP	13735
Penaeus monodon	Penaeus monodon (SGIC_2016) - GCA_015228065.1	pmgca015228065v1	NSTDA_Pmon_1	GO:MF, GO:CC, GO:BP	6687
Peromyscus maniculatus bairdii	Northern American deer mouse	pmbairdii	HU_Pman_2.1	GO:MF, GO:CC, GO:BP, HP	230844
Petromyzon marinus	Lamprey	pmarinus	Pmarinus_7.0	GO:MF, GO:CC, GO:BP, HP	7757
Phaeodactylum tricornutum CCAP 1055/1	Phaeodactylum tricornutum	ptricornutum	ASM15095v2	GO:MF, GO:CC, GO:BP, KEGG	556484
Phanerochaete chrysosporium RP-78	Phanerochaete chrysosporium	pchrysosporium	GCA000167175v1	GO:MF, GO:CC, GO:BP	273507
Phascolarctos cinereus	Koala	pcinereus	phaCin_unsw_v4.1	GO:MF, GO:CC, GO:BP, KEGG, HP	38626
Phaseolus vulgaris	Phaseolus vulgaris	pvulgaris	PhaVulg1_0	GO:MF, GO:CC, GO:BP, KEGG	3885
Phlebotomus papatasi	Phlebotomus papatasi	ppapatasi	PpapI1	GO:MF, GO:CC, GO:BP	29031
Phlebotomus perniciosus	Phlebotomus perniciosus (Murcia) - GCA_918844115.1	ppgca918844115	pperniciosus_illum_n82538_165Mb	GO:MF, GO:CC, GO:BP	13204
Phocoena sinus	Vaquita	psinus	mPhoSin1.pri	GO:MF, GO:CC, GO:BP, HP	42100
Physcomitrium patens	Physcomitrium patens	ppatens	Phypa V3	GO:MF, GO:CC, GO:BP, KEGG	3218
Physeter catodon	Sperm whale	pcatodon	ASM283717v2	GO:MF, GO:CC, GO:BP, HP	9755
Phytophthora infestans T30-4	Phytophthora infestans	pinfestans	ASM14294v1	GO:MF, GO:CC, GO:BP, KEGG	403677
Phytophthora kernoviae 00238/432	Phytophthora kernoviae	pkernoviae	PhyKer238/432v1	GO:MF, GO:CC, GO:BP	1284355
Phytophthora lateralis MPF4	Phytophthora lateralis	plateralis	MPF4_v1.0	GO:MF, GO:CC, GO:BP	1254522
Phytophthora parasitica P1569	Phytophthora parasitica	pparasitica	Phyt_para_P1569_V1	GO:MF, GO:CC, GO:BP	1317065
Phytophthora ramorum	Phytophthora ramorum	pramorum	ASM14973v1	GO:MF, GO:CC, GO:BP	164328
Phytophthora sojae	Phytophthora sojae	psojae	P.sojae V3.0	GO:MF, GO:CC, GO:BP, KEGG	67593
Phytopythium vexans DAOM BR484	Pythium vexans	pvexans	pve_scaffolds_v1	GO:MF, GO:CC, GO:BP	1223560
Pistacia vera	Pistacia vera	pvera	PisVer_v2	GO:MF, GO:CC, GO:BP	55513
Pisum sativum	Pisum sativum	psativum	Pisum_sativum_v1a	GO:MF, GO:CC, GO:BP	3888
Plasmodium berghei ANKA	Plasmodium berghei	pberghei	PBANKA01	GO:MF, GO:CC, GO:BP, KEGG	5823
Plasmodium chabaudi chabaudi	Plasmodium chabaudi	pchabaudi	PCHAS01	GO:MF, GO:CC, GO:BP, KEGG	31271
Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	pfalciparum	ASM276v2	GO:MF, GO:CC, GO:BP, KEGG, REAC	36329
Plasmodium knowlesi strain H	Plasmodium knowlesi	pknowlesi	ASM635v1	GO:MF, GO:CC, GO:BP, KEGG	5851
Plasmodium vivax	Plasmodium vivax	pvivax	ASM241v2	GO:MF, GO:CC, GO:BP	5855
Plectus sambesii	Plectus sambesii (PRJNA390260)	plsambprjna390260	Psam_v1.0 (2018-09-WormBase)	GO:MF, GO:CC, GO:BP	2011161
Pocillopora damicornis	Pocillopora damicornis (RSMAS) - GCA_003704095.1	pdgca003704095v1	GCA003704095v1	GO:MF, GO:CC, GO:BP	46731
Podarcis muralis	Common wall lizard	pmuralis	PodMur_1.0	GO:MF, GO:CC, GO:BP, HP	64176
Poecilia formosa	Amazon molly	pformosa	Poecilia_formosa-5.1.2	GO:MF, GO:CC, GO:BP, HP	48698
Poecilia latipinna	Sailfin molly	platipinna	P_latipinna-1.0	GO:MF, GO:CC, GO:BP, HP	48699
Poecilia reticulata	Guppy	preticulata	Guppy_female_1.0_MT	GO:MF, GO:CC, GO:BP, KEGG, HP	8081
Pomacea canaliculata	Pomacea canaliculata (SZHN2017) - GCA_003073045.1	pcgca003073045v1	GCA003073045v1	GO:MF, GO:CC, GO:BP	400727
Pongo abelii	Sumatran orangutan	pabelii	Susie_PABv2	GO:MF, GO:CC, GO:BP, KEGG, HP	9601
Populus trichocarpa	Populus trichocarpa	ptrichocarpa	Pop_tri_v3	GO:MF, GO:CC, GO:BP, KEGG, WP	3694
Priapulus caudatus	Priapulus caudatus (Penis worm) - GCA_000485595.2	pcgca000485595v2	Priapulus_caudatus-5.0.1	GO:MF, GO:CC, GO:BP	37621
Pristionchus arcanus	Pristionchus arcanus (PRJEB27334)	prarcaprjeb27334	P. arcanus genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	1195655
Pristionchus entomophagus	Pristionchus entomophagus (PRJEB27334)	prentoprjeb27334	P. entomophagus genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	358040
Pristionchus exspectatus	Pristionchus exspectatus (PRJEB24288)	prexspprjeb24288	Pristionchus_exspectatus_de_novo_assembly (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	1195656
Pristionchus fissidentatus	Pristionchus fissidentatus (PRJEB27334)	prfissprjeb27334	Pristionchus fissidentatus genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	1538716
Pristionchus japonicus	Pristionchus japonicus (PRJEB27334)	prjapoprjeb27334	Pristionchus japonicus genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	1195657
Pristionchus maxplancki	Pristionchus maxplancki (PRJEB27334)	prmaxpprjeb27334	Prisstionchus maxplancki genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	1317128
Pristionchus mayeri	Pristionchus mayeri (PRJEB27334)	prmayeprjeb27334	Pristionchus mayeri genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	1317129
Pristionchus pacificus	Pristionchus pacificus (PRJNA12644)	ppacificus	El_Paco	GO:MF, GO:CC, GO:BP	54126
Pristionchus pacificus	Pristionchus pacificus (PRJNA12644) [WS282]	prpaciprjna12644	El_Paco (WS279)	GO:MF, GO:CC, GO:BP	54126
Procavia capensis	Hyrax	pcapensis	proCap1	GO:MF, GO:CC, GO:BP, HP	9813
Prolemur simus	Greater bamboo lemur	psimus	Prosim_1.0	GO:MF, GO:CC, GO:BP, HP	1328070
